,1-0-5-amf,1250-0-5-amf,13-0-5-amf,1338-0-5-amf,1387-0-5-amf,522-0-5-amf,856-0-5-amf,98-0-5-amf,1601-0-5-AMF,1619-0-5-AMF,1832-0-5-AMF,1850-0-5-AMF,1859-0-5-AMF,1875-0-5-AMF,1973-0-5-AMF,2355-0-5-AMF,2352-0-5-AMF,2597-0-5-AMF,2398-0-5-AMF,2500-0-5-AMF,2537-0-5-AMF,2629-0-5-AMF,2869-0-5-AMF,2893-0-5-AMF,2923-0-5-AMF,3239-0-5-AMF,3381-0-5-AMF,3409-0-5-AMF,3500-0-5-AMF,3667-0-5-AMF,3682-0-5-AMF,3779-0-5-AMF,3907-0-5-AMF,473-0-5-AMF,672-0-5-AMF,717-0-5-AMF
ASV169,0,0,0,0,0,0,0,0,0.031362653,0,0,0,0,0,0,0,0,0,0,0.06266585,0,0,0,0,0,0,0,0,0,0,0.004571027,0,0,0,0,0
ASV113,0,0.007914915,0.012496095,0,0,0,0,0.030612245,0,0,0,0,0,0,0.008817046,0,0,0,0,0,0,0,0,0,0,0.025618375,0,0,0,0,0,0.014087302,0,0,0,0
ASV421,0,0,0,0,0.004889272,0,0,0,0.006488825,0,0,0,0,0,0.011021308,0.034402911,0.02217638,0,0,0.005511329,0,0,0.01659496,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV358,0,0,0,0,0,0,0.011363636,0.006122449,0.003604903,0,0,0,0.023367698,0,0.014695077,0,0.010830325,0.012126462,0,0,0,0,0,0,0,0,0,0,0.016369048,0,0.004571027,0,0,0.000614251,0,0
ASV250,0,0,0.014370509,0,0,0,0,0.026530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003239105,0.060846561,0,0,0,0,0,0,0,0,0
ASV195,0,0,0.001562012,0,0,0,0,0,0,0.104910714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV187,0.025304592,0,0,0,0,0,0,0,0,0,0,0,0.007560137,0,0.000734754,0,0.007735946,0,0,0.007348438,0,0,0,0,0,0,0.009259259,0,0,0,0.01230661,0.006944444,0,0,0,0.029309488
ASV345,0,0,0,0,0,0,0,0,0.106705119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV137,0,0,0,0,0,0,0,0.014285714,0,0.018973214,0,0,0,0.016020236,0,0,0,0.017540061,0.028465999,0.012247397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV136,0,0.00692555,0,0,0,0,0,0,0,0,0,0,0,0.001686341,0,0.003307972,0,0.027284539,0.008697944,0.021637069,0,0,0.003687769,0,0,0,0,0.029574861,0,0,0,0.005753968,0,0,0,0
ASV668,0,0.001236705,0.000624805,0.047619048,0,0.010466989,0,0,0,0,0,0,0,0,0,0.001323189,0,0.000433088,0,0.004490712,0.006849315,0.005268704,0,0.004575163,0.004270897,0.008833922,0,0,0.002232143,0.010335917,0,0,0,0,0,0
ASV80,0,0,0,0,0,0,0,0,0,0,0,0.009407858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021201413,0,0,0,0,0.066104079,0.011904762,0,0,0,0
ASV772,0,0,0,0,0,0.110305958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV510,0,0,0,0,0,0,0,0,0,0,0,0.110680686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV114,0,0,0,0,0,0,0,0.074489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007361602,0,0,0,0.005684755,0,0.006547619,0,0.018427518,0,0
ASV398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033726813,0.013960323,0,0,0.002598528,0,0,0,0,0.005531653,0,0,0,0.001322751,0,0,0.012919897,0,0,0,0.043611794,0,0.001987084
ASV551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091905565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024801587,0,0,0,0
ASV684,0.075913777,0,0,0,0.003163647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037760417,0,0,0
ASV573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103709949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014406359
ASV217,0,0,0,0,0,0,0,0,0.009372747,0,0,0,0,0,0,0.010254714,0,0,0,0,0.082191781,0.020021075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1083,0,0,0,0,0,0,0,0,0,0,0.122571001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV193,0,0,0,0,0,0,0,0,0,0.024553571,0,0,0,0,0,0,0,0,0.098840274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1135,0,0,0,0.095238095,0,0.001610306,0.002272727,0,0,0,0,0,0,0.002529511,0,0.002646378,0,0.000433088,0,0.001428863,0,0.007903056,0,0.001960784,0,0,0,0.002772643,0,0.005684755,0,0,0,0,0,0
ASV226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125197681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126325088,0,0,0,0,0,0,0,0,0,0
ASV384,0,0,0,0,0,0,0,0,0.051910598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074938575,0,0
ASV146,0,0,0.041861918,0,0,0,0,0,0,0,0,0.008854455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045641932,0,0,0,0,0,0.030555556,0,0,0,0
ASV147,0,0,0,0,0,0,0,0,0,0.127790179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV181,0.018744142,0.020776651,0.007497657,0,0,0,0,0.012244898,0,0,0,0,0,0,0.004408523,0,0,0,0,0,0,0,0.017824216,0,0,0.030035336,0,0,0,0,0,0,0,0,0,0.019622454
ASV325,0.038425492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097615499
ASV115,0,0,0,0,0.003738855,0,0.027272727,0,0,0,0,0,0,0,0,0,0,0.013858813,0,0,0,0,0,0,0.032946919,0,0,0.046210721,0,0.009302326,0.003164557,0,0,0,0,0
ASV258,0,0,0,0,0,0,0,0,0,0,0,0.027116768,0,0,0,0,0,0,0,0,0,0.014225501,0.028272895,0.054248366,0,0,0,0,0,0.013436693,0,0,0,0,0,0
ASV216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137585662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023608769,0.039676708,0,0,0,0,0,0,0.032139094,0.017824216,0,0,0,0,0,0,0,0,0,0,0.028255528,0,0
ASV267,0,0,0,0,0,0,0,0.016326531,0,0,0,0.016602103,0.043298969,0,0.006612785,0,0,0.042875704,0,0.008573178,0,0,0,0,0,0.007361602,0,0,0,0,0,0,0,0,0,0
ASV297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027456169,0,0.013858813,0,0,0,0.085353003,0,0.004575163,0,0,0,0,0,0,0,0.001785714,0,0,0,0.008941878
ASV160,0,0.037101163,0.002499219,0,0.079378775,0,0,0,0,0.013950893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017195767,0,0,0,0,0.000595238,0,0,0,0
ASV477,0,0,0,0,0,0,0,0,0,0,0,0.0160487,0.032989691,0,0,0,0,0,0,0,0,0.099051633,0,0,0,0.004122497,0,0,0,0,0,0,0,0,0,0
ASV126,0.041237113,0.00915162,0.046860356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676091,0,0,0.024734982,0,0,0,0,0,0.022222222,0,0,0,0.002483855
ASV220,0,0,0,0,0,0,0,0,0.015501081,0,0,0.003873824,0,0,0,0,0.035585353,0,0,0.017554603,0,0.002107482,0.053472649,0,0,0,0,0,0.027529762,0,0,0,0,0,0,0
ASV322,0,0,0,0,0,0,0,0,0,0,0,0.037631433,0,0,0.008817046,0,0,0.00931139,0,0.005715452,0,0.010010537,0.028887523,0,0,0,0,0,0.047619048,0,0,0,0,0.007985258,0,0
ASV206,0.08809747,0.006678209,0.025929397,0,0,0,0,0,0,0,0,0.009407858,0,0,0.008082292,0,0,0,0,0,0,0,0,0,0,0.003533569,0.009259259,0,0,0,0,0.010912698,0,0,0,0
ASV744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164021164,0,0,0,0,0,0,0,0,0
ASV437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113827993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014127764,0,0.038251366
ASV305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038785835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021705426,0.070323488,0.027777778,0,0.006756757,0,0.001987084
ASV263,0,0,0,0,0.170836928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV145,0.008434864,0,0.028428616,0,0,0,0,0.013265306,0,0.008928571,0,0,0.0604811,0,0,0,0,0,0,0,0,0,0.046711739,0,0,0,0,0,0,0,0,0,0,0.007371007,0,0
ASV188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059116501,0,0,0,0,0,0,0,0,0,0,0.088541667,0,0.027777778,0,0,0,0,0
ASV409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129005059,0.027920647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015970516,0,0.011922504
ASV92,0,0,0,0,0,0,0,0,0,0,0,0,0.063230241,0,0,0,0,0,0,0,0,0,0.083589428,0,0,0,0,0,0,0,0.007735584,0,0,0.035012285,0,0
ASV208,0,0,0,0,0,0,0.070454545,0,0,0,0,0,0,0,0.013225569,0.065167053,0.014956163,0,0,0,0,0,0.030116779,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV174,0,0.056641108,0,0,0,0,0,0,0,0,0,0,0,0.030354132,0,0,0,0.06344738,0,0.005307206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039990065
ASV789,0,0,0,0,0,0,0,0,0,0,0.195814649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.056150794,0,0,0,0
ASV67,0.012183693,0.022260698,0.018119338,0,0,0.013687601,0,0.02244898,0,0,0,0.004427227,0.019243986,0,0.026451139,0,0,0.018189693,0,0.008981425,0,0,0.012292563,0,0,0.002355713,0,0,0,0,0,0.00297619,0,0,0,0.018132141
ASV716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201822917,0,0,0
ASV71,0,0,0,0,0,0,0,0,0.04109589,0,0,0,0,0,0.0191036,0,0,0,0,0,0,0,0,0,0.025015253,0,0,0,0,0,0,0,0,0.12039312,0,0
ASV1622,0,0,0,0.214285714,0,0,0,0,0.002883922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV151,0,0,0,0,0.007190106,0,0,0,0,0,0,0.005534034,0.011683849,0,0.001469508,0.005292756,0,0.018189693,0,0,0,0.160695469,0,0,0,0.002061249,0,0,0.025297619,0.014470284,0,0,0,0,0,0
ASV83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098908369,0,0.03226505,0.015814444,0.080220453,0,0.025816649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248385
ASV63,0,0.037595845,0,0,0.02502157,0,0,0.017346939,0,0,0,0,0.008247423,0,0.042615724,0,0,0.023819835,0,0,0,0,0.014751076,0,0,0,0.066137566,0,0,0,0,0,0,0,0,0.018132141
ASV139,0.023430178,0.001731388,0.004061231,0,0.004601668,0.00805153,0,0.021428571,0.005407354,0.01171875,0,0.0160487,0.021993127,0.002529511,0.018368846,0,0.009283136,0.003248159,0,0.005307206,0,0.002107482,0.014751076,0.007189542,0.001220256,0.001766784,0.010582011,0.009242144,0.023065476,0.005684755,0.006329114,0.005555556,0,0.004914005,0,0.004719324
ASV155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042158516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130208333,0,0,0.06031746,0,0,0,0.026328862
ASV431,0,0,0,0,0,0.262479871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV629,0,0,0,0,0,0,0,0,0,0,0.284005979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV40,0,0,0,0,0,0,0,0,0.072819034,0,0,0,0,0,0.052902278,0,0,0,0,0,0,0,0,0,0.029896278,0,0,0,0,0,0,0,0,0.136977887,0,0
ASV212,0,0,0,0,0,0.106280193,0,0,0.005407354,0,0,0.001106807,0,0,0,0,0,0,0,0,0,0,0.004917025,0,0.073215375,0,0,0,0,0.105426357,0.000703235,0,0,0,0,0
ASV100,0,0,0,0,0,0,0,0,0.014780101,0,0,0.025456558,0.034364261,0,0,0.014885875,0,0.004980511,0,0,0,0.028977871,0.022741242,0.166013072,0,0,0,0,0,0,0,0,0,0,0,0
ASV235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067560598,0,0,0,0,0,0.010448679,0,0,0,0.005291005,0,0,0,0.014416315,0,0.2421875,0,0,0
ASV170,0,0,0,0,0,0.103864734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153752288,0,0,0,0,0.084237726,0,0,0,0,0,0
ASV72,0,0,0,0,0,0,0,0,0.006849315,0,0,0.062534588,0.050171821,0,0,0,0,0.001732352,0,0.027760768,0,0.027924131,0.047940996,0.084313725,0,0,0,0,0.055803571,0.01498708,0,0,0,0,0,0
ASV153,0,0,0,0,0,0.064412238,0,0,0.05371305,0,0,0,0,0,0.022042616,0,0,0,0,0,0,0,0,0,0.132397804,0,0,0,0.003720238,0.123514212,0,0,0,0,0,0
ASV130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022692109,0.054352534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329956585,0
ASV48,0.080599813,0,0.015932521,0,0,0,0,0.041836735,0,0,0,0.007747648,0,0,0.19617928,0,0,0,0,0,0,0,0,0,0,0,0.068783069,0,0,0,0,0,0,0,0,0
ASV58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31923672,0,0,0,0,0,0,0,0.102501525,0,0,0,0,0,0,0,0,0.003685504,0,0
ASV35,0,0,0,0,0,0,0,0,0.221341024,0.069754464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124007937,0,0.018427518,0,0
ASV104,0,0,0,0,0,0,0.038636364,0,0,0,0,0.046485888,0.10790378,0.010118044,0.014695077,0,0,0.006279775,0,0.011022658,0,0.010537408,0,0.097385621,0,0,0,0,0.061011905,0.018604651,0,0,0,0.030712531,0,0
ASV41,0,0,0,0,0,0,0.056818182,0,0.072819034,0,0,0.013835086,0.009621993,0,0.02277737,0.11544823,0,0,0,0.055521535,0,0.010537408,0,0,0.030506406,0.004416961,0,0.024953789,0,0.024289406,0.006329114,0.005753968,0,0,0,0
ASV23,0.040299906,0.131832797,0,0,0.249065286,0,0,0.031632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019642857,0,0,0,0
ASV56,0,0.05243631,0.188691034,0,0.006902502,0,0,0.030612245,0,0,0,0,0.018556701,0,0.061719324,0,0,0.074058034,0,0,0,0,0,0,0,0,0,0,0,0,0.011603376,0,0,0,0,0.048186786
ASV76,0,0,0.146829116,0,0,0,0,0,0,0.005580357,0,0,0,0,0,0,0,0.007145951,0,0,0,0,0,0.007189542,0.0195241,0,0,0.11090573,0.020833333,0.041343669,0.080168776,0.032738095,0,0.042383292,0,0.011674118
ASV158,0,0,0.016244923,0,0,0,0,0,0,0.135602679,0,0.049252905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338541667,0,0,0
ASV31,0,0,0,0,0,0,0,0.041836735,0,0.027901786,0,0.034311013,0.055670103,0.129848229,0.040411462,0,0.008767406,0.045474231,0.170005271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV13,0,0.025723473,0.051546392,0,0,0,0,0.037755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078916372,0.007936508,0,0,0.027906977,0.330520394,0.00734127,0,0.089066339,0,0
ASV43,0,0.080880534,0,0,0,0,0,0.066326531,0,0.106026786,0,0.134477034,0,0,0,0,0.115007736,0,0,0,0,0,0,0,0,0,0,0,0,0.069250646,0.085443038,0,0,0.021498771,0,0
ASV277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006063231,0,0,0,0,0,0,0.016473459,0,0,0,0,0,0,0,0,0,0.658465991,0
ASV94,0,0,0,0,0,0,0.627272727,0,0.025594809,0,0,0,0,0,0,0,0.064981949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003071253,0,0
ASV55,0,0,0,0,0,0,0,0,0,0,0.056801196,0,0,0,0,0,0,0,0,0.015921617,0.650684932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV28,0.135895033,0.149888697,0.019993752,0,0,0,0,0.120408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085100118,0,0,0,0,0,0,0,0,0,0.21882762
ASV62,0,0,0,0,0,0,0,0,0,0,0,0.048699502,0,0.022765599,0.043350478,0,0,0.008878302,0,0.038987548,0,0.046891465,0.049170252,0.300653595,0,0.002944641,0,0.045286506,0.091517857,0.048062016,0,0,0,0,0,0
ASV18,0.07497657,0,0.045298344,0,0,0,0,0.03877551,0,0,0,0.022136137,0.105841924,0,0.005143277,0,0,0,0,0,0,0,0.304240934,0,0,0,0.087301587,0,0,0,0.017229255,0,0,0.060810811,0,0.01987084
ASV190,0,0,0,0.619047619,0,0,0,0,0,0,0,0,0,0,0,0.014224281,0,0.011260286,0,0,0,0.167544784,0.00983405,0,0.032946919,0,0,0,0.039434524,0,0,0.014880952,0,0.009213759,0,0.013909588
ASV4,0,0,0,0,0.097497843,0,0.05,0.15,0.045061283,0,0,0.045932485,0.057731959,0.017706577,0.064658339,0.360238174,0.118617844,0.130576007,0,0.35109206,0.219178082,0.099051633,0,0,0.124466138,0.02532391,0.033068783,0.701478743,0.12797619,0.099224806,0,0,0,0.002457002,0,0.001241927