,1-0-5-ITS,1239-0-5-ITS,1250-0-5-ITS,1338-0-5-ITS,1387-0-5-ITS,522-0-5-ITS,856-0-5-ITS,98-0-5-ITS,1601-0-5-ITS2,1619-0-5-ITS2,1832-0-5-ITS2,1850-0-5-ITS2,1859-0-5-ITS2,1875-0-5-ITS2,1973-0-5-ITS2,2355-0-5-ITS2,2352-0-5-ITS2,2597-0-5-ITS2,2398-0-5-ITS2,2500-0-5-ITS2,2537-0-5-ITS2,2629-0-5-ITS2,2869-0-5-ITS2,2893-0-5-ITS2,2923-0-5-ITS2,3239-0-5-ITS2,3381-0-5-ITS2,3409-0-5-ITS2,3500-0-5-ITS2,3667-0-5-ITS2,3682-0-5-ITS2,3779-0-5-ITS2,3907-0-5-ITS2,473-0-5-ITS2,554-0-5-ITS2,672-0-5-ITS2,717-0-5-ITS2
ASV11809,0,0,0,0,6.20172E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV23298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26253E-05,0,0,0,0,0
ASV23297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26253E-05,0,0,0,0,0
ASV19680,0,0,0,0,0,0,0,0,6.27471E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV19677,0,0,0,0,0,0,0,0,6.27471E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12719,0,0,0,0,0,6.35472E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12730,0,0,0,0,0,6.35472E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12717,0,0,0,0,0,6.35472E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV19339,0,0,0,0,0,0,6.36639E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV22760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46705E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV22761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46705E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV22755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46705E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12635,0,0,0,6.56204E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12632,0,0,0,6.56204E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12629,0,0,0,6.56204E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV23036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61419E-05,0,0,0,0,0,0,0,0,0,0,0
ASV12565,0,0,6.64614E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12576,0,0,6.64614E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12569,0,0,6.64614E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8076,0,0,6.64614E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV23103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78472E-05,0,0,0,0,0,0,0,0,0,0
ASV23224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91419E-05,0,0,0,0,0,0
ASV23217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91419E-05,0,0,0,0,0,0
ASV21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91922E-05,0,0
ASV21458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91922E-05,0,0
ASV21449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91922E-05,0,0
ASV21464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91922E-05,0,0
ASV21447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91922E-05,0,0
ASV21475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91922E-05,0,0
ASV21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91922E-05,0,0
ASV21446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91922E-05,0,0
ASV11071,0,0,0,0,7.08767E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11083,0,0,0,0,7.08767E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10505E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10505E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV18144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28191E-05,0,0,0,0,0,0,0
ASV18153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28191E-05,0,0,0,0,0,0,0
ASV18150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28191E-05,0,0,0,0,0,0,0
ASV21352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31877E-05,0,0,0,0
ASV21328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31877E-05,0,0,0,0
ASV22886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33299E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV22888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33299E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV22896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33299E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11851,0,0,0,0,0,7.41384E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11840,0,0,0,0,0,7.41384E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11844,0,0,0,0,0,7.41384E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11828,0,0,0,0,0,7.41384E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11702,0,0,7.75383E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11699,0,0,7.75383E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7017,0,0,7.75383E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11717,0,0,7.75383E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9571,0,0,0,0,0,0,0,7.80655E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV15205,0,0,0,0,0,0,0,7.80655E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10483,0,0,0,0,7.97363E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10489,0,0,0,0,7.97363E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV22903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14067E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43099E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43099E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV19925,0,0,0,0,0,0,0,0,0,0,0,8.43811E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV19905,0,0,0,0,0,0,0,0,0,0,0,8.43811E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV19920,0,0,0,0,0,0,0,0,0,0,0,8.43811E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV23162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000085419,0,0,0,0,0,0,0,0
ASV18590,8.56384E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV19981,0,0,0,0,0,0,0,0,0,0,0,0,8.59919E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV19995,0,0,0,0,0,0,0,0,0,0,0,0,8.59919E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20023,0,0,0,0,0,0,0,0,0,0,0,0,8.59919E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20002,0,0,0,0,0,0,0,0,0,0,0,0,8.59919E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV21552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69754E-05
ASV21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69754E-05
ASV9979,0,0,0,0,8.85959E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9982,0,0,0,0,8.85959E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11020,0,0,8.86152E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000088968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000088968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000088968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000088968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV17675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28103E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV17149,0,0,0,0,0,0,0,0,9.41206E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV19718,0,0,0,0,0,0,0,0,0,9.41221E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV19719,0,0,0,0,0,0,0,0,0,9.41221E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10522,0,0,0,0,0,9.53208E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10530,0,0,0,0,0,9.53208E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10520,0,0,0,0,0,9.53208E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV16915,0,0,0,0,0,0,9.54958E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV16927,0,0,0,0,0,0,9.54958E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV16917,0,0,0,0,0,0,9.54958E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV16912,0,0,0,0,0,0,9.54958E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV16924,0,0,0,0,0,0,9.54958E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9518,0,0,0,0,9.74555E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9504,0,0,0,0,9.74555E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9513,0,0,0,0,9.74555E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9509,0,0,0,0,9.74555E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV13869,0,0,0,0,0,0,0,9.75819E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9147,0,0,0,0,0,0,0,9.75819E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV13864,0,0,0,0,0,0,0,9.75819E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1876,0,0,0,0,0,0,0,9.75819E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8430,0,0,0,0,0,0,0,9.75819E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV13862,0,0,0,0,0,0,0,9.75819E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV13847,0,0,0,0,0,0,0,9.75819E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10472,0,0,0,9.84306E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10473,0,0,0,9.84306E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10475,0,0,0,9.84306E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10438,0,0,9.96921E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10433,0,0,9.96921E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10435,0,0,9.96921E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV21405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010414,0,0,0
ASV9072,0,0,0,0,0.000106315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV6445,0,0,0,0,0.000106315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9075,0,0,0,0,0.000106315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV17635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV17632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20030,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9915,0,0,0.000110769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9919,0,0,0.000110769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113759,0,0,0,0,0,0,0,0,0,0,0,0
ASV8723,0,0,0,0,0.000115175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8725,0,0,0,0,0.000115175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12791,0,0,0,0,0,0,0,0.000117098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12811,0,0,0,0,0,0,0,0.000117098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118998,0
ASV21505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118998,0
ASV9459,0,0,0.000121846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV20978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122579,0,0,0,0,0,0,0,0,0
ASV20979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122579,0,0,0,0,0,0,0,0,0
ASV20990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122579,0,0,0,0,0,0,0,0,0
ASV15733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV13932,0,0,0,0,0,2.11824E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103788,0,0
ASV21244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125251,0,0,0,0,0
ASV21242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125251,0,0,0,0,0
ASV21228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125251,0,0,0,0,0
ASV15366,0,0,0,0,0,0,0,0,0.000125494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV17563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV17361,0,0,0,0,0,0,0,0,0,0,0,0.000126572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV17365,0,0,0,0,0,0,0,0,0,0,0,0.000126572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9098,0,0,0,0,0,0.000127094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9015,0.000128458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
